,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,AM/PM,Time up,Not seen,Columna4
ok,CSL200212,2/20/2012,,CSL,CLAIRE,Den under health and beauty boat house in CSL,,,,,,,,,,,30,,,,12,,,,,,,,,,,,,"All four females gave birth over weekend, up foraging early",,,,,,,,,,
ok,CSL210212,2/21/2012,,CSL,CLAIRE,Den under health and beauty boat house in CSL,,,,,,,,,,,20,No,,,,,,,1,,"TB much better, not limping as much",,,,,,,"TB much better, not limping as much",,,,,,,AM,,,
ok,CSL050512,3/5/2012,6:20,CSL,ROB,Under lodge opposite Tim's house,,,,,,,,,Log,,22,No,,,,,,LT,1,LT looks old and thin,,,,,,,,,,,,,,,,,"Battle Cat, Silas, Skillet",
ok,CSL090312,3/9/2012,,CSL,Tim,By Tim's house,,,,,,,,,,,20,No,,,20,,,,,,,,,,,,,,,,,,,,AM,,,
ok,WA120312,3/12/2012,6:15,Water Affairs,Rob,Police station,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,CSL120312,3/12/2012,,CSL,Rob,Safari rooms entrance,,,,,,,,,,,20,No,,,,,,,,,,,,,,,,Pups heard but not seen,,,,,,,AM,,"Battle Cat, Silas",
ok,KUBU120312,3/12/2012,,KUBU,Rob,By Grant's house then later in pile of building materials near Maria's house,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
ok,MOW130312,3/13/2012,,MOW,ROB/CISCO,Parliament buildings close to Chobe River College,,,,,,,,,,,Unk,,,,,,,,,,,,,,,,,"Attempted capture, not successful",,,,,,,AM,,,
ok,MOW140312,3/14/2012,,MOW,ROB/CISCO,Parliament buildings close to Chobe River College,,,,,,,,,,,Unk,,,,,,,,,,,,,,,,,"Attempted capture, not successful",,,,,,,AM,,,
ok,KUBU140312,3/14/2012,,KUBU,MARIA,Maria's house,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
ok,MOW150312,3/15/2012,,MOW,ROB/CISCO,Parliament buildings close to Chobe River College,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attempted capture, not successful",,,,,,,,,,
ok,CSL150312,3/15/2012,,CSL,ROB,Main lawn of lodge,,,,,,,,,,,41,No,,,22,,,,,,,,,,,,,,,,,,,,,,,
ok,CCH160312,3/16/2012,,CCH,ROB,Main lawn of lodge,,,,,,,,,,,22+1 ,,,,,,,,2,,"2 adults sick- 1 thin and matted fur, 1 sneezing with swollen and wet nose",,,,,,,,,,,,,,,,,
ok,,3/18/2012,,CSL,MARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pup euthanised after losing a leg,,,,,,,,,,
ok,SEF190312,3/19/2012,,SEF,ROB,Thebe,,,,,,,,,,,25,,,15,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL190312,3/19/2012,,CSL,ROB,CSL entrance,,,,,,,,,,,22,,,,4,,,,,,,,,,,,,"1 pup foraging with group, 3 seen away from group",,,,,,,,,,
ok,CSL200312,3/20/2012,,CSL,ROB,Main lawn of lodge,,,,,,,,,,,45,,,,21,,,LT,1,,LT still looking sick,,,,,,,21 pups foraging with group!! LT still looking sick,,,,,,,,,"Battle Cat, Silas",
ok,CCH260312,3/26/2012,,CCH,MARIA,Lodge,,,,,,,,,,,24+6,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL280312,3/28/2012,,CSL,MARIA,Lodge,,,,,,,,,,,23+13,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,WA280312,3/28/2012,,Water Affairs,MARIA,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,KUBU310312,3/31/2012,,KUBU,MARIA,Lodge,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CGL110412,4/11/2012,,CGL,ROB,Game Lodge service area,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,OPG110412,4/11/2012,,Old Park Gate,ROB,Start of Watercart,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL230412,4/23/2012,7:05,CSL,ROB,Tim's house ,,,,,,,,,,,28+12,,,,,,,,,,,1,Limping front left,,,,,,,,,,,,,7:05,,
ok,CSL260412,4/26/2012,,CSL,ROB,Behind Choppies,,,,,,,,,,,28+12,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,SEF270412,4/27/2012,,SEF,ROB,Behind fire station,,,,,,,,,,,19+5,,,,,,,,,,,1,1 adult open wound and limping left back leg,,,,,,,,,,,,AM,,,
ok,CCH300412,4/30/2012,,CCH,ROB,Lodge service area,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,WA020512,5/2/2012,,Water Affairs,ROB,Builders World,,,,,,,,,,,13+3,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL030512,5/3/2012,,CSL,Rob,Lodge,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CGL040512,5/4/2012,,CGL,Rob,Game Lodge service area,,,,,,,,,,,36+4,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,CSL070512,5/7/2012,,CSL,ROB,Police station,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inter-group Interaction- fight with WATER, CSL won",,,,,,,,,,
ok,WA070512,5/7/2012,,Water Affairs,Rob,Police station,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inter-group Interaction- fight with CSL, CSL won, RC got left behind (limping badly)",?,,,,,,,,,
ok,CSL080512,5/8/2012,,CSL,ROB,Behind Choppies,,,,,,,,,,,40+1,,,,,,,,1,,"RC from WATER hanging back but interacting, looking sick",,,,,,,"RC from WATER with group, hanging back but interacting, looking sick",1,CSL / WATER,,,,,,,,
ok,CCH100512,5/10/2012,,CCH,ROB/MARIA,Lodge service area,,,,,,,,,,,26,,,6,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL140512,5/14/2012,,CSL,ROB,Lodge service area,,,,,,,,,,,39+1,,,,,,,"Old RC, WA RC, MB.",1,,Old RC swollen nose and sneezing,,,,,,,"RC from WA still there, getting attacked by MB.",,,,,,,,,,
ok,CSL150512,5/15/2012,7:30,CSL,ROB,Between Lodge and Choppies,,,,,,,,,,,40+1,,,,,,,Old RC and WA RC,1,"Old RC swollen nose, sneezing",,1,WA RC,,,,,"RC from water still in group, still limping. Old RC swollen nose, sneezing",,,,,,,AM,,,
ok,MOW150512,5/15/2012,6:10,MOW,ROB/CISCO,Mowana staff compound,,,,,,,,,,,20,,,,,,,,,,,,,,,,,Failed capture,,,,,,,AM,,,
ok,CSL210512,5/21/2012,,CSL,Rob,Signal towards Baobab on Park boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC from WATER in same direction,,,,,,,AM,,,
ok,MOW220512,5/22/2012,,MOW,ROB/CISCO,Staff compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed capture,,,,,,,AM,,,
ok,CSL280512,5/28/2012,,CSL,ROB,Behind Choppies,,,,,,,,,,,19,,,,,,,,,,,,,,,,,"Group split, signal for both RCs from area close-by later on",,,,,,,,,,
ok,KUBU290512,5/29/2012,,KUBU,ROB,Lodge,,,,,,,,,,,9,,,2,,,,,,,,,,,,,,"7 adults, 2 juvs",,,,,,,AM,,,
,CSL290512,5/29/2012,,CSL,ROB,Lodge service area,,,,,,,,,,,40,,,,1,,,,1,,Old RC swollen nose and sneezing,,,,,,,"RC from water still there, getting attacked by MB. Old RC swollen nose and sneezing",,,,,,,AM,,,
ok,CSL300512,5/30/2012,,CSL,ROB,Behind Choppies then main lawn of lodge,,,,,,,,,,,40,,,,,,,,1,,Old RC nose swollen and eyes weeping,1, WATER RC limping front left,,,,,,1,CSL / WATER,,,,,AM,,,
ok,SEF110612,5/31/2012,7:20,SEF,ROB,Haskins,,,,,,,,,,,20,No,,,,,,,,,,,,,,,,Approx number,,,,,,,AM,,,
ok,CCH010612,6/1/2012,,CCH,ROB,Main lawn of lodge,,,,,,,,,,,14,,,,,,,,2,,"thin, hunched and walking with difficulty",,,,,,,,,,,,,,AM,,,
ok,SEF070612,6/7/2012,,SEF,ROB/CLAIRE,Main road by Sefalana,,,,,,,,,,,3,,,,,,,,,,,,,,,,,"3 found dead, hit by car",,,,,,,PM,,,
ok,CSL080612,6/8/2012,7:40,CSL,CLAIRE,green shed opposite CSL,,,,,,,,,,,41,,,,,,,"BATTLECAT, OLD RC",1,,old collar TB,2,"puncture wounds to rs of face and top of head to one individual; Battlecat chewing on back left foot, looks like no feeling",,,,,,,,,,,,AM,,,
,CSL130612,6/13/2012,,CSL,CLAIRE/KRISTEN,CSL to green shed opposite CSL,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,PM,,,de donde viene este dato?
ok,CSL110612,6/11/2012,7:25,CSL,CLAIRE/KRISTEN,green shed opposite CSL,,,,,,,,,,,33,,,,,,,"BATTLECAT, OLD RC",2,,old RC TB; battlecat possible TB,1,individual with 2 puncture wounds,,,,,"old RC TB; battlecat possible TB, individual with 2 puncture wounds",,,,,,,AM,,Stumpy juv (Half tail),
ok,CCH110612,6/11/2012,7:40,CCH,ROB,Lodge service area,,,,,,,,,,,26,,,,,,,,3,,"1 sub-adult male swollen nose, weeping eyes; 1 sub-adult male very thin, open sores on front legs, swollen testicles; 1 sub-adult male very thin, weeping eyes, sneezing.",,,,,,,,,,,,,,AM,,,
ok,MOW120612,6/12/2012,,MOW,ROB,"Mowana, new leisure centre ",,,,,,,,,,,Lots,,,,,,,,,,,,,,,,,Seems like Water Affairs has joined with Mowana!,1,MOW / WA,,,,,AM,,,
ok,CSL120612,6/12/2012,7:55,CSL,CLAIRE,Dept of Justice and Social Security,,,,,,,,,,,33,,,,,,,Old RC,,,,,,,,,,Old RC captured and euthanised,,,,,,,AM,,,
ok,CGL130612,6/13/2012,7:50,CGL,ROB,Lodge service area,,,,,,,,,,,37,,,,,,,,,2,"One adult dull yellow colour and looking lethargic, 1 adult sneezing",,,,,,,,,,,,,,AM,,,
ok,HIPP130612,6/13/2012,,HIPP,ROB,Upper road above Hippo Pools,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,UNKWCART130612,6/13/2012,,UNK,ROB,Start of Watercart,,,,,,,,,,,13,,,,,,,,,,,,,,,,,Possibly OPG,,,,,,,AM,,,
ok,SEF180612,6/18/2012,8:00,SEF,ROB,Thebe store room,,,,,,,,,,,19,,,,,,,,,,,1,"1 adult female limping back left, no open wound",,,,,,,,,,,,AM,,,
ok,CSL180612,6/18/2012,7:30,CSL,CLAIRE,Green shed across from CSL,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL210612,6/21/2012,,CSL,CLAIRE,Outside Tim's house,,,,,,,,,,,38,,,,,,,"Scarface, Battlecat, WA collar",2,,"Scarface- wound opened on right side of face next to eye, poss infected, Battlecat- limping, sneezing, very inflammed nose",1,WA collar-limping back right leg,,,,,,,,,,,,AM,,,
ok,CCH220612,6/22/2012,7:35,CCH,CLAIRE,Under blue container near mechanics workshop,,,,,,,,,,,24,,,,,,,,1,,"one very sick, enlarged testicles.",1,one limping right back leg,,,,,,,,,,,,AM,,,
ok,MOW220612,6/22/2012,,MOW,ROB,"Mowana, new leisure centre ",,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL220612 ,6/22/2012,,CSL,CLAIRE,Grass area out the back of CSL craft store,,,,,,,,,,,,,,,,,,,,,,,,,,,,focals,,,,,,,AM,,,
,CSL110712,7/11/2012,,CSL,CLAIRE,Lawns at CSL,,,,,,,,,,,,,,,,,,,,,,1,WA collar- limping back left leg,,,,,,,,,,,,PM,,,
ok,CSL260612,6/26/2011,,CSL,CLAIRE,Green shed across from main CSL carpark,,,,,,,,,,,,,,,,,,Battlecat,,,,,,,,,,Battlecat capture/ necropsy,,,,,,,AM,,,
ok,CSL290612,6/29/2012,8:10,CSL,CLAIRE,Green shed across from main CSL carpark,,,,,,,,,,,40,,,,,,,,1,,"Scarface- wond looks bad on face, looks skinnier. ",,,,,,,,,,,,,,AM,,,
ok,CSL060712,7/6/2012,,CSL,CLAIRE,CSL back lawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
ok,CSL070712,7/7/2012,,CSL,CLAIRE,CSL front carpark,,,,,,,,,,,37,,,,,,,,1,,Scarface- still not healed,2,"WA collar- limping, looks stiffer when runs, Midback- small puncture on front left leg (blood spot).",,,,,,,,,,,,AM,,,
ok,CSL110712,7/11/2012,,CSL,CLAIRE,By Safari room carpark entrance,,,,,,,,,,,32,,,,,,,,1,,"Scarface- wound on face still not healed, looks fresh, Midback - puncture wound looks healed/ not visible",1," WA collar- limping quite badly, putting very little weight on hind right leg, watery eyes, skinny, anal marks A LOT",,,,,,,,,,,,AM,,,
ok,CGL110712,7/11/2012,,CGL,ROB,Park road opposite lodge,,,,,,,,,,,33,,,,,,,,,,,,,,,,,"Staff say one individual is very sick, couldn’t see sick one!",,,,,,,AM,,,
,CCH120712,7/12/2012,8:05,CCH,CLAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL180712,7/18/2012,8:27,CSL,CLAIRE,Beauty boat,,,,,,,,,,,38,,,,,,,,1,,New collar- swollen submandibular lymph nodes.,2,"WA collar- very stiff back legs. One juv limping - no weight on right hind leg, poss broken",,,,,,,,,,,,AM,,,
ok,CSL200712,7/20/2012,,CSL,CLAIRE/ELLEN,Forestry Nursery,,,,,,,,,,,29,No,,,,,,,,,,2,"WA collar has lump on inside of left front leg, poss broken leg individual- putting some weight on it",,,,,,,,,,,,AM,,,
ok,CSL230712,7/23/2012,8:25,CSL,CLAIRE/ELLEN,,,,,,,,,,,,38,,,,,,,,3,,"Scarface- wound not healing on face/ opened up again (see photo), CSL new collar - lump under chin still. WA collar- fur looks quite dark",1,broken leg- putting more weight on but still limping badly,,,,,"Scarface- wound not healing on face/ opened up again (see photo), broken leg- putting more weight on but still limping badly CSL new collar - lump under chin still. WA collar- fur looks quite dark",,,,,,,AM,,Silas?,
ok,SEF230712,7/23/2012,,SEF,Rob,Haskins,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,MOW230712,7/23/2012,,MOW,Rob,Mowana main lodge,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CGL260712,7/26/2012,,CGL,Rob,Lodge service area,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
ok,CSL060812,8/6/2012,,CSL,Claire/Ellen,Beauty boat,,,,,,,,,,,35,,,,,,,"male LS, blue collar , Water affairs",,,,2,"blue collar puncture wound on R face, Water affairs limp L hind leg",,,,,dye A male LS,,,,,,,PM,,,
ok,CSL080812,8/8/2012,,CSL,Claire/Ellen,Near squash court,,,,,,,,,,,38,,,,,,,Scarefeca,,,,1,scarface wound still open,,,,,dyed several juveniles,,,,,,,AM,,"silas, broken leg",
,CGL230812,8/23/2012,,CGL,ROB/CLAIRE,Lodge service area,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,KUBU240812,8/24/2012,,Kubu,Ellen,Ellen's house/staff bathroom,,,,,,,,,,,8,,,,,,,RC male,,,,,,,,,,"most adults, one juv (?), males testicles very enlarged, all looked healthy no major injuries to be seen, aggression over cheese between collared male and another adult",,,,,,,PM,,,
,CSL240812,8/24/2012,,CSL,Ellen,campground gate,,,,,,,,,,,,,,,,,,,1,,"scarface sneezing, oozing badly",,,,,,,,,,,,,,AM,,,
A,WA280812,8/28/2012,,Water Affairs,Cisco,Immigration,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CSL280812,8/28/2012,8:30,CSL,Ellen,under cosco containers by squash court,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
B,WA280812,8/28/2012,,Water Affairs,Cisco,Water affairs,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,CSL300812,8/30/2012,,CSL,Cisco,Marina Lodge,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,MOW310812,8/31/2012,,MOW,Rob,Golf course,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,CCH030912,9/3/2012,,CCH,Rob,Lodge service area,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,CSL030912,9/3/2012,,CSL,Ellen,"crossing road on hill up to center, denning/investigating white pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,BBD020912,9/2/2012,,BBD,Rob,Kalwezi valley,,,,,,,,,,,11,,,,,,,,,,,,,,,,,Seen from river,,,,,,,PM,,,
,CGL060912,9/6/2012,,CGL,Rob,Lodge lawn,,,,,,,,,,,24,No,,,,,,,,,,,,,,,,Difficult to count as moving around lodge,,,,,,,AM,,,
,WA070912,9/7/2012,,Water Affairs,Cisco,Marina Lodge,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CSL070912,9/7/2012,,CSL,Ellen,"lodge gate, staff quarters, eating area",,,,,,,,,,,24,No,,,,,,,1,,"scarface's scar looking good, but skinny",,,,,,,,,,,,,,PM,,,
,CCH100912,9/10/2012,7:25,CCH,Rob,Lodge service area,,,,,,,,,,,19,,,,,,,,,,,,,,,,,All appear healthy,,,,,,,AM,,,
,CSL130912,9/13/2012,,CSL,Ellen,culvert by first carpark,,,,,,,,,,,37,,,,,,,,1,,"scarface opened up again, getting very skittish",,,,,,,,,,,,,,AM,,,
,MOW140912,9/14/2012,,MOW,Maria,Shannon and Tess' house,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CGL140912,9/14/2012,7:30,CGL,Rob,Lodge service area,,,,,,,,,,,20,No,,,,,,,,,,,,,,,,Difficult to count as running everywhere! Disturbed by arrival of big truck of workers!,,,,,,,AM,,,
,CSL170912,9/17/2012,,CSL,Ellen,Lodge entrance,,,,,,,,,,,10,,,,,,,,,,,,,,,,,"Group disrupted, split",,,,,,,AM,,,
,WA280912,9/18/2012,,Water Affairs,Cisco,Police station,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reportedly joined with CSL??,1,CSL / WATER,,,,,PM,,,
,CSL180912,9/18/2012,,CSL,Rob,"Buildling opposite Choppies, just outside lodge",,,,,,,,,,,36,Yes,,,,,,"Blue and orange collar, RC",2,,RC limping and swollen SM lymph nodes.Blue collar sneezing regularly. ,,,,,,,Definite number. Blue and orange collar seen mating,,,,,,,AM,,WATER collar,
,WA200912,9/20/2012,,Water Affairs,Ellen,Behind Spar,,,,,,,,,,,5,No,,,,,,,,,,,,,,,,"Not all seen, WATER RC signal from area",,,,,,,AM,,,
,WA240912,9/24/2012,,Water Affairs,Rob,Coffee Buzz,,,,,,,,,,,8,,,,,,,,,,,,,,,,,"Reported number, signal from RC but group not seen by me",,,,,,,AM,,,
,SEF230912,9/23/2012,,SEF,Rob,Haskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Signal close to Haskins, but group not seen",,,,,,,AM,,,
,SEF280912,9/28/2012,,SEF,Rob,In front of fire station,,,,,,,,,,,19,,,,,,,,,,,,,,,,,"1 male had large patch of matted fur on back, could be open wound?",,,,,,,AM,,,
,CSL021012,10/2/2012,,CSL,Rob,Lodge service area,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,WA041012,10/4/2012,,Water Affairs,Ellen,Crossing road right past ditswanelo/before dirt road up hill,,,,,,,,,,,3,No,,,,,,,,,,1,Water collar front legs/limp pretty bad,,,,,"Saw three crossing towards rest of group on other side of road, not seen. Water collar PRESENT, front legs/limp pretty bad",,,,,,,AM,,,
,CSL041012,10/4/2012,,CSL,Ellen,Main lawn of lodge,,,,,,,,,,,35,,,,,,,,2,,"New collar is not looking well, very skinny, lump under neck, not interacting with others much, scarface oozy but looking healthy overall",,,,,,,,,,,,,,AM,,,
,CSL081012,10/8/2012,,CSL,Ellen,"Main lawn of lodge, moved to staff eating area",,,,,,,,,,,35,,,,,,, Blue collar,1,, Blue collar sneezing quite a bit,,,,,,,focals done - talked to workers in staff eating area about keeping bin lid closed because mongoose were climbing inside and pulling out food. Bin also had latex gloves and paper towels/tissues from cleaning the kitchen area.,,,,,,,AM,,,
,WA121012,10/12/2012,,Water Affairs,Rob,Immigration,,,,,,,,,,,13,,,,,,,RC,,,,1,Collar still limping but looks ok otherwise,,,,,,,,,,,,AM,,,
,CCH121012,10/12/2012,,CCH,Rob,Lodge service area,,,,,,,,,,,19,,,,, several ,,,,,,,,,,,,"All appear healthy, several females pregnant",,,,,,,AM,,,
,KUBU121012,10/12/2012,,KUBU,Ellen,ellen's house,,,,,,,,,,,8,,,,,,,,,,,,,,,,,all looking pretty healthy,,,,,,,AM,,,
,WA151012,10/15/2012,,Water Affairs,Rob,"Old House, after volleyball!",,,,,,,,,,,12,,,,,,,,,,,,,,,,,RC not seen,,,,,,,PM,,Radiocollar,
,DUMP151012,10/15/2012,,Dump,Cisco,,,,,,,,,,,,15,No,,,,,,,,,,,,,,,,Approx number,,,,,,,AM,,,
,CSL161012,10/16/2012,,CSL,Rob,CARACAL Biodiversity Centre!,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trying to get into mongoose enclosure!,,,,,,,AM,,,
,SEF161012,10/16/2012,,SEF,Rob,Thebe,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,MOW171012,10/17/2012,,MOW,Rob,Education Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiocollar found- mongoose assumed predated, some bones left behind!",,,,,,,AM,,,
,WA181012,10/18/2012,,Water Affairs,Rob,House next to hospital,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Radiocallared individual seen alone…possibly pups below?,,,,,,,AM,,,
,CGL191012,10/19/2012,,CGL,Rob,Outside Game Lodge,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,MOW221012,10/22/2012,,MOW,,Chobe River College School,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some reportedly seen,,,,,,,AM,,,
,CSL221012,10/22/2012,,CSL,Rob,Between hospital and police station,,,,,,,,,,,30,,,,,,,,1,,"CSL RC looking thin, but keeping up with group.",,,,,,,"CSL RC looking thin, but keeping up with group. Group being followed by WATER RC. ",,,,,,,AM,,,
,WA221012,10/22/2012,,Water Affairs,Rob,Between hospital and police station,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"RC following CSL, but keeping distance. Rest of the group not seen",,,,,,,AM,,,
,CSL231012,10/23/2012,,CSL,Ellen,staff area and along road to campground,,,,,,,,,,,30,,,,,13,,,,,,,,,,,,approx 13 pregnant females! All looking pretty healthy ,,,,,,,AM,,,
A,WA291012,10/29/2012,,Water Affairs,Rob,Spar,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,PM,,Radiocollar,
B,WA291012,10/29/2012,,Water Affairs,Cisco,Garden Lodge,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,AM,,Radiocollar,
,WA301012,10/30/2012,,Water Affairs,Cisco,Hospital,,,,,,,,,,,13,,,,,,,RC,,,,,,,,,,Radiocollar back with troop,,,,,,,AM,,,
,CCH301012,10/30/2012,,CCH,Rob,Lodge service area,,,,,,,,,,,4,,,,,,,,,,,,,,,,,"Troop didn't get up. Given birth, one pup found dead with no head outside den, probable infanticide",,,,,,,AM,,,
,CSL011112,11/1/2012,,CSL,Ellen,"mud wallows by staff gardens, main lawn",,,,,,,,,,,32,,,,,,,"Scareface, RC",2,,"scarface right side of face scabbed over, eye swollen shut/infected. Otherwise, skinny and pregnant, acting normal. RC skinny, but acting normal.",,,,,,,"scarface right side of face scabbed over, eye swollen shut/infected. Otherwise, skinny and pregnant, acting normal. RC skinny, but acting normal. Hopefully pups soon!",,,,,,,PM,,midback,
,DUMP021112,11/2/2012,,Dump,ROB/CISCO,Rocks behind dump,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Failed capture, group didn't get up",,,,,,,AM,,,
,KUBU021112,11/2/2012,,KUBU,Ellen,on the edge of the bush at car park near reception,,,,,,,,,,,8,,,,,2,,,,,,,,,,,,"two pregnant females (look ready to pop!), otherwise healthy",,,,,,,AM,,,
,,11/6/2012,,CGL,Rob,NOT FOUND,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Group not found,,,,,,,AM,,,
,CCH071112,11/7/2012,,CCH,Rob,"Outside lodge, service area",,,,,,,,,,,17,,,,,Several,,,,,,,,,,,,Several females preg,,,,,,,AM,,,
,WA091112,11/9/2012,,Water Affairs,ROB/CISCO,Hospital,,,,,,,,,,,1,,,,,,,,1,,Radiocollar thin and lethargic,,,,,,,Radiocollar by himself,,,,,,,AM,,,
,SEF091112,11/9/2012,,SEF,Ellen,Thebe campground/carpark,,,,,,,,,,,17,,,,,2,1,,,,,1,"One with injured hind leg/hip, limping badly",,,,,"Getting into a lot of trash at Thebe. At least two pregnant, not very big yet though.",,,,,,,AM,,,
,CSL151112,11/15/2012,,CSL ,Ellen,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,Paid a visit to center troop around 8am! Didn't get a good count.,,,,,,,AM,,,
,CGL101112,11/19/2012,,CGL,Rob,Outside Game Lodge,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CSL201112,11/20/2012,,CSL,Rob,Lodge service area,,,,,,,,,,,34,,,,,6,,"RC, orange collar",1,,RC thin,,,,,,,"RC thin, at least 6 preg…orange collar is ready to pop!",,,,,,,AM,,,
,WA201112,11/20/2012,,Water Affairs,Cisco,Garden Lodge,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CSL231112,11/23/2012,,CSL,Ellen,CSL 'safari rooms' building side near air conditioning units,,,,,,,,,,,16,No,,,16,,,,,,,,,,,,,BABIES!!!!!! Saw at least 16 pups being moved to den near the rooms,,,,,,,AM,,,
,CCH221112,11/22/2012,,CCH,Rob,Lodge lawn,,,,,,,,,,,16,,,,,,,,,,,2,limping,,,,,,,,,,,,AM,,,
,CSL201112,11/26/2012,5:30,CSL,Ellen,"large group denning near building site, but some moms still came from air cond units where pups seen before. May have split and sleeping different places or they moved pups to new site",,,,,,,,,,,34,,,,,,,,,,,,,,,,,30 headed into the bush and 4 moms seemed to be on babysitting duty,,,,,,,AM,,,
,CSL261112,11/26/2012,,CSL,Ellen ,car park near safari rooms/lawn,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,PM,,blue/black collar,
,CSL271112,11/27/2012,,CSL,Ellen,near beauty boat and safari rooms,,,,,,,,,,,28,,,,,,,,,,,,,,,,,foraging with most of the troop,,,,,,,PM,,,
,CGL281112,11/28/2012,,CGL,Rob,Outside Game Lodge,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,WA281112,11/28/2012,,Water Affairs,Rob,Builders World,,,,,,,,,,,11,,,,,,,,,,,,,,,,,Radiocollar seen alone at Ditshwanelo (IS THAT SOMEWHERE ELSE?),,,,,,,AM,,Radiocollar,
