,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,Columna4
,CSL210116,21-Jan-16,18:23,CSL,CA,Bush behind Bush Lodge,17.80745,25.14708,,,,,,,,,18,,,4,,,,-,2,7,"7- emaciated, sneezing and 5- emaciated and lethargic ",-,-,no,no,no,,,,,,,,
,FOR250116,25-Jan-16,11:05,FOR,CA,,17.80219,25.1493,,,,,,,,,6,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,CCH250116,25-Jan-16,16:31,CCH,CA,Bush,-,-,,,,,,,,,not seen,,,not seen,,,,-,-,,-,-,-,no,no,no,faint signal in park past Chalet 13,,,,,,,
,CSL250116,25-Jan-16,17:34,CSL,CA,park,-,-,,,,,,,,,not seen,,,-,,,,-,-,,-,-,-,no ,no,no,signal in park,,,,,,,
,KUBU250116,25-Jan-16,18:15,KUBU,CA,Inside Buy n' Build,17.7984,25.22059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KUBU260116,26-Jan-16,8:00,KUBU,CA,Kubu Gate,17.80234,25.14883,,,,,,,,,6,,,-,,,,Radiocollar,-,,-,-,-,no,no,no,Foraging,,,,,,,
,WA260116,26-Jan-16,11:00,WA,Sean,Near Tuck Shop,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,Sean saw them during flies,,,,,,,
,CSL260116,26-Jan-16,17:10,CSL,CA,between Bush Lodge and Laundry,17.80662,25.14722,,,,,,,,,9,,,1,,,,"Radiocollar, Biltong, Sick1",1,7,"7- emaciated, sneezing",1- biltong,-,no,no,no,one stuck in drain- left cloth hanging for him to climb out ,,,,,,,
,FOR260116,26-Jan-16,17:16,FOR,CA,(house beside hospital),,,,,,,,,,,1,No,,-,,,,-,-,,-,-,-,no,no,no,"One adult was outside of den and very vigilant, but as I was leaving I saw 7 adults cross from the police station to land board",,,,,,,
,WA270116,27-Jan-16,8:00,WA,CA,Crossing from Plateau to Kapamade,-,-,,,,,,,,,10,,,7,,,,"radiocollar, orange, white",-,,-,-,-,no,no,no,Guy throwing rocks at them when they got to Kapamade,,,,,,,
,CSL270116,27-Jan-16,16:45,CSL,CA,signal between the campsite and staff housing ,-,-,,,,,,,,,not seen,,,-,,,,-,-,,-,-,-,no ,no ,no,,,,,,,,
,FOR270116,27-Jan-16,17:37,FOR,CA,pipes infront of hospital,17.80177,25.14918,,,,,,,,,10,,,2,,,,radiocollar (Snaggle),-,,-,-,-,no,no,no,,,,,,,,
,KUBU280116,28-Jan-16,9:30,KUBU,CA,Moving from the gate towards the security building,17.80234,25.14883,,,,,,,,,12,,,2,,1,,Radiocollar; pink collar,-,,-,-,-,no,no,no,Foraging with the baboons; One female looks pregnant,,,,,,,
,CSL280116,28-Jan-16,17:04,CSL,CA,foraging behind tents at campsite,17.80835,25.14615,,,,,,,,,20,,,12,,,,"radiocollar, biltong, sick1, sick 2",2,7,"7- emaciated, sneezing and 5- emaciated and lethargic ",1- biltong,-,no,no,no,very timid and retreated into the bush when I got closer,,,,,,,
,FOR280116,28-Jan-16,17:15,FOR,CA,Den at hospital,17.80155,25.14929,,,,,,,,,12,,,4,,,,radiocollar (Snaggle),-,,-,-,-,no,no,no,,,,,,,,
,WA280116,28-Jan-16,19:00,WA,CA,Kapamade,17.79602,25.15768,,,,,,,,,6,,,4,,,,Radiocollar,-,,-,-,-,no,no,no,People throwing rocks and trying to get them out of the yard,,,,,,,
,CGL290116,29-Jan-16,AM,CGL,CA,no signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,No signal around lodge,,,,,,,
,FOR290116,29-Jan-16,17:45,FOR,CA,crossed from Marina to hospital den ,-,-,,,,,,,,,11,,,-,,,,-,-,,-,-,-,yes,no,no,,,,,,,,
,CCH290116,29-Jan-16,18:04,CCH,CA,Bush past Chalet 13,-,-,,,,,,,,,1,,,1,,,,Abandoned juvenile,-,,-,1- abandoned ,-,no,no,no,"No signal on troop, but juvenile left in drain beside active den site",,,,,,,
,SEF310117,31-Jan-16,16:45,SEF,CA,Crossing road from Seboba to Sefelana,,,,,,,,,,,12,,,6,,,,-,-,,-,-,-,no,no,no,No radiocollared individuals,,,,,,,
,KUBU010216,1-Feb-16,AM,KUBU,CA,No signal around Kubu,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,"No signal around Kubu, but gate was locked so I wasn't able to go inside",,,,,,,
,CCH010216,1-Feb-16,10:30,CCH,CA,Bush past Chalet 13,-,-,,,,,,,,,1,,,1,1,,,Abandoned juvenile,-,,-,1- abandoned ,-,no,no,no,Troop came back (camera trap) but they've still left pup-- an injury report has been filled out for pup,,,,,,,
,FOR010216,1-Feb-16,17:40,FOR,CA,hospital den,-,-,,,,,,,,,not seen,,,-,,,,-,-,,-,-,-,no,no,no,signal in hospital den,,,,,,,
,CGL020216,2-Feb-16,11:45,CGL,CA,no signal,-,-,,,,,,,,,not seen,,,-,,,,-,-,,-,-,-,no ,no,no,Walked from boats to maintenance and didn’t get a signal ,,,,,,,
,MOW020216,2-Feb-16,9:50,MOW,CA,golf course near staff housing,17.84221,25.08053,,,,,,,,,26,,,5,,,,Blue plastic collar,-,,-,-,-,no,no,no,Mowana has split into two groups,,,1,,,,
,MOGO020216,2-Feb-16,11:02,MOGO,CA,foraging at soccer fields ,17.78918,25.16469,,,,,,,,,10,No,,,,,,radiocollar,-,,-,-,-,no,no,no,foraging across entire field ,,,,,,,
A,FOR020216,2-Feb-16,13:10,FOR,CA,Marina- went under deck,17.8866,25.16434,,,,,,,,,3,No,,-,,,,Blue collar momma,-,,-,-,-,no,no,no,"Leah called thinking Blue collar momma was alone, but she met up with the others under the deck",,,,,,,
B,FOR020216,2-Feb-16,18:15,FOR,CA,Spread between hospital and Marina ,17.78866,25.16434,,,,,,,,,16,,,,,,,Blue collar momma,-,,-,1- blue collar momma,-,no,no,no,,,,,,,,
,WA020216,2-Feb-16,18:30,WA,CA,Denning in old metal and rock scraps ,17.7959,25.15754,,,,,,,,,2,No,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,FOR040216,4-Feb-16,17:45,FOR,CA,Marina,17.80102,25.14928,,,,,,,,,26,No,,14,1,,,"Blue collar momma, back left leg limping",-,,-,2- blue collar momma and back left leg limping,-,no,no,no,pup fell down man hole- security helped me get him out,,,,,,,
,MOW050216,5-Feb-16,11:30,MOW,CA,Attempted capture,17.78285,25.16492,,,,,,,,,10,No,,-,,,,-,-,,-,-,-,no,no,no,denning in transmission bulding,,,,,,,
,KUBU050216,5-Feb-16,8:42,KUBU,CA,foraging ,17.79859,25.2298,,,,,,,,,4,No,,-,,,,-,-,,-,-,-,no,no,no,In thick bush,,,,,,,
,KUBU080216,8-Feb-16,9:30,KUBU,CA,not seen,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,Strong signal and could hear them in the Forest Reserve-- never saw them through the grass,,,,,,,
,MOW080216,8-Feb-16,9:50,MOW,CA,denning- some come out but go back inside,17.78301,25.16501,,,,,,,,,3,No,,-,,,,-,-,,-,-,-,no,no,no,others inside den,,,,,,,
,SEF080216,8-Feb-16,16:30,SEF,CA,capture at &Beyond,,,,,,,,,,,22,,,0,,,,"old radiocollar, NEW RC? ",-,,-,-,-,no,no,no,radiocollar put on ,,,,,,,
,WA080216,8-Feb-16,19:15,WA,CA,Denning in old metal and rock scraps ,17.79593,25.15757,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,not seen,,,,,,,
,DUMP090217,9-Feb-16,7:30,DUMP,CA,came from Chobe farms and went into the dumpsite- not collared,17.79462,25.18297,,,,,,,,,23,,,2,1,,,one with a scrap on left shoulder- skin removed ,-,,-,-,-,no,no,no,1 lactating female,,,,,,,
,KUBU090216,9-Feb-16,8:00,KUBU,CA,foraging infrontof gate,17.79886,25.22912,,,,,,,,,7,No,,1,,,,Radiocollar,-,,-,-,-,no,no,no,could hear others in tall grass,,,,,,,
,CCH090216,9-Feb-16,16:28,CCH,CA,No signal at Chilwero ,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,No signal since they abandoned the pup. Staff haven't seen them in ~1 week,,,,,,,
,CSL090217,9-Feb-16,17:35,CSL,CA,front lawns of Chobe Safari Lodge,17.80795,25.1457,,,,,,,,,31,,,6,,,,"Choppie, Biltong, Sick male",1,7,"7. Swollen nose, emaciated, sneezing, enlarged testes",1- biltong,-,no,no,no,,,,,,,,
,FOR090216,9-Feb-16,19:40,FOR,CA,At den at labor department,,,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,Not seen- strong signal and security guard saw them go in ,,,,,,,
,KUBU100216,10-Feb-16,7:34,KUBU,CA,crossing the road from tower towards Kazungula Kgotla,17.79766,25.22803,,,,,,,,,12,Yes,,4,,,,"radiocollar, pink collar",-,,-,-,-,no,no,no,Confident about troop number,,,,,,,
,MOW100216,10-Feb-16,9:30,MOW,CA,Inside den behind baobab,-,-,,,,,,,,,4,,,2,,,,-,-,,-,-,-,no,no,no,couldn’t find latrine,,,,,,,
,MOGO100216,10-Feb-16,0:00,MOGO,CA,no signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,"no signal around school or fields, or Plateau ",,,,,,,
,CCH100216,10-Feb-16,12:00,CCH,CA,no signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no ,no,no,,,,,,,,
,FOR100216,10-Feb-16,16:46,FOR,CA,Resting at den behind labor,,,,,,,,,,,,,,,,,,,,,,,,Yes,no,no,5 feces,,,,,,,
,WA100216,10-Feb-16,15:00,WA,CA,At trailor behind bus stop,-,-,,,,,,,,,17,No,,4,,,,"radiocollar, white collar, Sir",-,,-,-,-,-,Yes,Yes,Sir and White collar have lost a lot of weight. collected 2 urine and 2 anal gland secr.,,,,,,,
,DUMP100216,10-Feb-16,18:00,DUMP,CA,Road between Farms and Dumpsite,-,-,,,,,,,,,20,No,,-,,,,shoulder scrape,-,,-,-,-,no,no,no,Den somewhere in dumpsite,,,,,,,
,DUMP110216,11-Feb-16,7:00,DUMP,CA,Attempted capture,,,,,,,,,,,15,No,,-,,,,-,-,,-,-,-,no,no,no,No interest in traps- went towards sewage ponds,,,,,,,
,CCH110216,11-Feb-16,14:30,CCH,CA,"No signal- went into park, river road back to Chilwero and the tract to Sedudu Gate",-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,Jeremy and guides havent seen them for about 2 weeks,,,,,,,
,CGL110216,11-Feb-16,16:45,CGL,CA,Not seen- strong signal in bush,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,UNKPa110216,11-Feb-16,17:20,UNK (park),CA,Possible den site in hollow log,17.83604,25.10413,,,,,,,,,7,,,1,,,,-,-,,-,-,-,no,no,no,set up camera trap ,,,,,,,
,UNKPa110216,11-Feb-16,17:40,UNK (park),CA,Possibly 'Watercart junction' ,17.83576,25.11881,,,,,,,,,7,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,SEF110216,11-Feb-16,18:00,SEF,CA,"weigh station at dumpsite, eventually went into den at warehouse",17.7905,25.18366,,,,,,,,,7,,,1,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,DUMP110216,11-Feb-16,18:08,DUMP,CA,crossing road from dumpsite to Chobe Farms,17.83577,25.11881,,,,,,,,,31,No,,10,,,,-,-,,-,-,-,no,no,no,more in tall grass,,,,,,,
,,11-Feb-16,18:34,KUBU,CA,No signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,"Drove around Kubu, new stands, and Ngina safaris ",,,,,,,
,SEF120216,12-Feb-16,7:45,SEF,CA,Denning at dumpsite,17.7905,25.18366,,,,,,,,,23,No,,8,,,,Radiocollar,-,,-,-,-,yes,no,no,,,,,,,,
,DUMP120216,12-Feb-16,8:00,DUMP,CA, ,-,-,,,,,,,,,-,,,-,,,,"BM32616, BM32716 ",-,,-,-,-,yes,no,yes,Captured 2 indivudals: BM32616 and BM32716 captures ,,,,,,,
,,15-Feb-16,8:00,MOW,CA,No signal at mowana golf course or seboba ,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,FOR150216,15-Feb-16,10:02,FOR,CA,Transport office ,-,-,,,,,,,,,20,No,,-,,,,-,-,,-,1- back left leg is falling off (looks like biltong),-,no,no,no,Denning there,,,,,,,
,WA150216,15-Feb-16,9:09,WA,CA,Behind BTC service buildings- foraging and sunning,-,-,,,,,,,,,11,,,1,,,,"Radiocollat, white collar, orange collar (Sir)",-,,-,-,-,yes,no,no,,,,,,,,
,CSL150216,15-Feb-16,10:20,CSL,CA,Faint signal in park past entrack at campsite,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,Still in park at 17:24,,,,,,,
,,15-Feb-16,10:45,MOGO,CA,"No signal at Junior school, road to Plateau, or school in plateua",-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,MOW160216,16-Feb-16,17:59,MOW,CA,Inside Seboba,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,not seen- signal only,,,,,,,
,DUMP160216,16-Feb-16,17:39,DUMP,CA,signal in the orchards near Dr. Burkenstocks,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,not seen,,,,,,,
,,17-Feb-16,8:00,KUBU,CA,"still no signal around Kubu, New stands, or Ngina Safaris",-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,not seen,,,,,,,
,SEF170216,17-Feb-16,9:20,SEF,CA,In the tall grass at the Taxi stop across from Chobe Farms,17.78309,25.16587,,,,,,,,,21,,,5,,,,"old radiocollar, radiocollar",-,,-,-,-,no,no,no,,,,,,,,
,MOW170216,17-Feb-16,10:05,MOW,CA,No signal ,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,FOR170216,17-Feb-16,10:28,FOR,CA,Spread from information services to hospital ,-,-,,,,,,,,,10,No,,-,,,,radiocollar,-,,-,-,-,no,no,no,,,,,,,,
,CSL170216,17-Feb-16,11:00,CSL,CA,signal in park,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,WA170216,17-Feb-16,17:55,WA,CA,Inside Builder's World,17.79646,25.15521,,,,,,,,,16,,,9,,,,"radiocollar, orange collar, hald tail",-,,-,-,-,no,no,no,,,,,,,,
,CGL170216,17-Feb-16,16:39,CGL,CA,Under boats and container at maintenance shop,17.84233,25.0754,,,,,,,,,7,No,,-,,,,-,1?,,-,-,-,no,no,no,Could hear one constantly sneezing but never came out from under boat,,,,,,,
,,18-Feb-16,7:30,KUBU,CA,No signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no ,no,no,,,,,,,,
,SEF180216,18-Feb-16,8:00,SEF,CA,At Thebe campsite,17.8608,25.18255,,,,,,,,,14,No,,5,,,,-,-,,-,-,-,no,no,no,Others in bushes ,,,,,,,
,MOGO180216,18-Feb-16,8:25,MOGO,CA,Faint signal in bush behind Ministry of Education,17.78538,25.16705,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,WA180216,18-Feb-16,10:30,WA,CA,Predip phoned about KFC ice cream cap around the neck of an individual,17.79642,25.15549,,,,,,,,,15,No,,-,,,,-,-,,-,-,-,no,no,no,"didn’t catch him, but eventually got the platic off his neck on his own",,,,,,,
,CSL180216,18-Feb-16,12:13,CSL,CA,foraging around the thick bushes at the spa,17.80816,25.14548,,,,,,,,,20,No,,5,,,,-,-,,-,-,-,no,no,no,Kept running into the bushes everytime guests ran by,,,,,,,
,CSL190216,19-Feb-16,7:57,CSL,CA and Claire,collected latrine,17.80594,25.14729,,,,,,,,,15,No,,3,,,,-,-,,-,-,-,yes,no,no,injured juvenile abandoned at the den-- back legs broken/paralyzed,,,,,,,
,WA190216,19-Feb-16,12:09,WA,CA,Between Water Lily and house,17.79463,25.15346,,,,,,,,,14,No,,-,,,,"radiocollar, orange",-,,-,-,-,no,no,no,,,,,,,,
,CCH190216,19-Feb-16,17:25,CCH,CA,not seen- signal to west of coordinates,17.83829,25.13918,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,DUMP190216,19-Feb-16,18:10,DUMP,CA,In thick bushes on side of road,17.83831,25.13921,,,,,,,,,4,No,,1,,,,-,-,,-,-,-,no,no,no,The ones I saw were coming from the dumpsite to Chobe Farms,,,,,,,
,SEF190216,19-Feb-16,18:34,SEF,CA,Crossing road from Seboba to Sefelana,17.78414,25.17496,,,,,,,,,23,Yes,,5,,,,"radiocollar, old radiocollar",-,,-,-,-,no,no,no,Confident about troop number,,,,,,,
,,21-Feb-16,17:30,KUBU,CA,No signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,DUMP220216,22-Feb-16,7:00,DUMP,CA,signal inside landfill,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,MOW220216,22-Feb,8:47,MOW,CA,at den beside baobab,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,signal- not out yet,,,,,,,
,FOR220216,22-Feb-16,10:03,FOR,CA,Signal under Transport,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,yeS,no,no,4 feces. not seen,,,,,,,
,CSL220216,22-Feb-16,11:30,CSL,CA,At houses near church,17.80568,25.14942,,,,,,,,,20,No,,-,,,,-,-,,-,-,-,no,no,no,some ran into the bush,,,,,,,
,MOGO220216,22-Feb-16,13:20,MOGO,CA,Went from soccer fields to Kgapamadi,17.78837,25.1633,,,,,,,,,10,No,,-,,3,,radiocollar,-,,-,-,-,no,no,no,3 pregnant females,,,,,,,
,KUBU220216,22-Feb-16,19:46,KUBU,CA,signal and tracks going into Mike Bartlett's house (gate locked),17.79669,25.22337,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,KUBU230216,23-Feb-16,15:41,KUBU,CA,went from Mike Bartlett's to Ngina Safaris,17.79705,25.22236,,,,,,,,,1,No,,-,,,,-,-,,-,-,-,no ,no ,no ,Mike said that they are sleeping in a termite mound on his property,,,,,,,
,CCH230216,23-Feb-16,16:26,CCH,CA,Not seen- singal after you turn onto the river road coming from Sedudu Gate,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,SDRF230216,23-Feb-16,16:38,SDRF,CA,Running from fallen tree on rock in middle of road,17.82817,25.12572,,,,,,,,,5,No,,-,,,,-,-,,-,-,-,no,no,no,Put up camera,,,,,,,
,CGL230216,23-Feb-16,17:25,CGL,CA,On construction site ,17.84103,25.07688,,,,,,,,,11,,,-,,,,"radiocollar, old radiocollar, sick individual",-,,-,-,-,no,no,no,,,,,,,,
,CSL230216,23-Feb-16,17:55,CSL,CA,Signal in bush between church and CARACAL,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,FOR240216,24-Feb-16,7:57,FOR,CA,In yard beside police station,-,-,,,,,,,,,20,No,,-,,,,"Radiocollar, brown collar",-,,-,-,-,no,no,no,Brown collar was with CSL in August ,1,CSL/FOR,,,,,
,KUBU240216,24-Feb-16,9:15,KUBU,CA,strong signal in New stands/forest reserve but didn’t see them in tall grass,17.79628,25.22121,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,WA240216,24-Feb-16,15:33,WA,CA,"call from Predip about lethargic indivudal, went there captured it, didn’t look sick, took him back",17.7951,25.15397,,,,,,,,,10,No,,2,,,,orange collar,-,,-,-,-,no,no,no,,,,,,,,
,SDRF250216,25-Feb-16,8:15,SDRF,CA,capture ,17.82821,25.12576,,,,,,,,,3,No,,3,,,,BM33016,-,,-,-,-,no,no,no,BM33016,,,,,,,
,CGL250216,25-Feb-16,12:00,CGL,CA,Foraging at the sign for the lodge,17.84161,25.0761,,,,,,,,,13,Yes,,0,,,,-,-,,-,-,-,no,no,no,confident count- no juveniles,,,,,,,
,CGL260216,26-Feb-16,12:55,CGL,CA,foraging and playing around hollow log ,17.84072,25.07431,,,,,,,,,8,No,,-,,,,-,-,,-,-,-,no,no,no,Baboons and warthogs also chasing each other around,,,,,,,
,,26-Feb-16,13:35,SDRF,CA,No signal,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,CCH260216,26-Feb-16,13:51,CCH,CA,Faint signal on river road close to Sedudu Gate,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,Nubbins290216,29-Feb-16,7:58,Nubbins,CA,By himself again-- went from CSL laundry to bush lodge,17.80686,25.14777,,,,,,,,,1,,,-,,,,-,-,,-,-,-,no,no,no,Been by himself since at least December 2015,,,,,,,
,FOR290216,29-Feb-16,8:20,FOR,CA,"At the den inside the hospital in the morning, at 10:30 went under Marina deck",17.80165,25.14929,,,,,,,,,18,No,,8,,,,"Clipper, Radiocollar ",-,,-,-,-,no,no,no,,,,,,,,
,CSL290216,29-Feb-16,9:36,CSL,CA,signal in the park behind bush lodge,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,still in park at 17:00,,,,,,,
,WA290116,29-Feb-16,11:15,WA,CA,Behind state vet office,-,-,,,,,,,,,17,No,,7,,,,"orange collar, radiocollar, blue collar",1?,,constantly sneezing but not other symptoms,1,1- left eye swollen,no,no,no,,,,,,,,
,MOW290216,29-Feb-16,12:13,MOW,CA,Laying on the brooms/thatch inside the garden at maintenance,17.78255,25.15992,,,,,,,,,20,No,,-,,,,-,-,,-,-,-,no,no,no,ran when they saw me,,,,,,,
,CCH290216,29-Feb-16,15:40,CCH,CA,faint signal as you turn onto river road,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,CGL290216,29-Feb-16,17:15,CGL,CA,signal in bush- not seen,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,UNKPa290216,29-Feb-16,17:30,UNK (park),CA,Upper river road,17.841087,25.09711,,,,,,,,,13,No,,7,,,,-,-,,-,-,-,no,no,no,can hear others in the grass,,,,,,,
,KUBU010316,1-Mar-16,9:10,KUBU,CA,"strong signal in bush behind barns at Kubu, didn’t see them though",17.84086,25.09711,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,WA010316,1-Mar-16,15:45,WA,"CA, Dia, Nico",resting behind spar,-,-,,,,,,,,,21,,,8,,,,"orange collar, radiocolar, white collar, lethargic one from builders world ",2,"5, 2","white collar 5, another that keeps sneezing 2",2,"1- left eye swollen, 2.lethargic one (has trouble keeping up with troop)",no,no,no,,,,,,,,
,CCH020316,2-Mar-16,11:00,CCH,CA and Daniel,signal on river road near sedudu gate,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,CGL020316,2-Mar-16,12:25,CGL,CA and Daniel,digging under a pile of bricks in the construction area- possible den,17.84149,25.07759,,,,,,,,,12,No,,-,,,,"radiocollar, sick 1 and 2",2,7,one with old collar and other (both about a 7),-,-,no,no,no,,,,,,,,
,PLAT020316,2-Mar-16,12:42,PLAT,CA and Daniel,going in the bush between soccer fields ,17.8038,25.154,,,,,,,,,16,,,4,,,,"old radiocollar, new radiocollar",-,,-,-,-,no,no,no,,,,,,,,
,MOW020316,2-Mar-16,14:09,MOW,CA,"crossed mowana entrance road to go to golf course, stopped and went back towards seboba ",17.78332,25.15969,,,,,,,,,17,,,-,,,,"2 radiocollars, plastic collar",-,,-,-,-,no,no,no,,,,,,,,
,UNKPa020316,2-Mar-16,18:01,UNK (park),CA and Daniel,foraging with zebra,17.84285,25.09414,,,,,,,,,6,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,FOR030316,3-Mar-16,7:30,FOR,Issac,crossing from police station ,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,Juvenile was HBC,,,,,,,
,WA030316,3-Mar-16,10:41,WA,CA,foraging at jetty then went into Mowana fence ,17.78995,25.15649,,,,,,,,,18,,,6,,,,"Half tail, RadiocollarWA",-,,-,-,-,no,no,no,,,,,,,,
,MOGO030316,3-Mar-16,11:29,MOGO,CA and Daniel,foraging,17.79351,25.16175,,,,,,,,,14,No,,2,,,,2 with Radiocollars (one functioning),-,,-,-,-,no,no,no,,,,,,,,
,MOW030316,3-Mar-16,11:54,MOW,CA and Daniel,only heard them (tall grass),-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,SEF030316,3-Mar-16,12:21,SEF,CA and Daniel,signal in bush behind fire department,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,SDRF030316,3-Mar-16,15:05,SDRF,"CA, Daniel, Steph",running through valley,17.8334,25.13512,,,,,,,,,20,No,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,CGL040316,4-Mar-16,16:36,CGL,CA and Daniel,In maintenance area,-,-,,,,,,,,,7,No,,-,,,,"RadiocollarCGL, old radiocollar ",2,"old radiocollar, 1 sick guy ","both emaciated, sneezing, nose presentation",1,1- new collaring is limping front left paw,no,no,no,,,,,,,,
,CSL090316,9-Mar-16,9:06,CSL,CA,Went from church to residential area then back towards bush lodge,17.80607,25.14829,,,,,,,,,16,No,,4,,,,"Choppie, sick male",1,7,"7- emaciated, nose presentation, testes swollen, sneezing",-,-,no,no,no,,,,,,,,
,FOR090316,9-Mar-16,9:49,FOR,CA,In front of residential house,17.80149,25.15185,,,,,,,,,30,No,,-,,,,-,-,,-,-,-,no,no,no,village dogs barking at them ,,,,,,,
,MOW090316,9-Mar-16,10:00,MOW,CA,Between spa and golf course,17.78465,25.15819,,,,,,,,,17,No,,3,,,,"Radiocollar1, Radiocollar2, Blue collar",-,,-,-,-,no,no,no,Cobra very close to them but they don’t seem to notice,,,,,,,
,WA090316,9-Mar-16,10:55,WA,CA,crossing from laundry to den site at rocks,-,-,,,,,,,,,27,Yes,,12,,,,"Sir, Half Tail, Blue Collar, radiocollarWA, white collar",1,5,white collar 5,1,blue collar (eye swollen),no,no,no,confident count,,,,,,,
,MOGO090316,9-Mar-16,12:04,MOGO,CA,On mowana golf course ,17.78865,25.1584,,,,,,,,,7,No,,-,,,,"RadiocollarMOGO, Aqua Collar",-,,-,-,-,no,no,no,very close to mowana troop,,,,,,,
,PLAT090316,9-Mar-16,12:32,PLAT,CA,Not seen- somewhere in bush between Plateau and CARACAL,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,no,no,no,,,,,,,,
,SDRF090316,9-Mar-16,15:21,SDRF,CA,Went from termite mound under tree to whooly caper bush,17.82797,25.12316,,,,,,,,,12,No,,-,,,,-,-,,-,-,-,no,no,no,only saw adults,,,,,,,
,CGL090316,9-Mar-16,16:00,CGL,CA,at maintenance ,-,-,,,,,,,,,12,No,,-,,,,"RadiocollarCGL, old radiocollar, uncollared sick ",2,,old radiocollar and uncollared,-,-,no,no,no,Working radiocollar no longer has a limp,,,,,,,
,MOW100316,10-Mar-16,8:00,MOW,CA,between tennis courts and rooms,,,,,,,,,,,25,,,3,,,,"Radiocollar1, Radiocollar 2",-,,-,-,-,no,no,no,,,,,,,,
